"amd64_code","aarch64_code"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, rbp;call 0x1000 ;mov rdi, r12;call 0x2000 ;call 0x3000 ;mov eax, 0x4000;jmp 0x5000","mov x0, x22;bl 0x1000 ;mov w0, # 0x2000;bl 0x3000 ;b 0x4000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, rax;mov rax, rdx;add rax, 0x1;jne 0x1000","mov x6, x2;b 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0x10];test rdi, rdi;jne 0x1000","ldr x0, [];cbnz x0, 0x1000"
"call 0x1000 ;jmp 0x2000"," bl 0x1000 ;b 0x2000"
"mov rdi, rbp;call 0x1000 ;mov rdi, r12;call 0x2000 ;call 0x3000 ;mov eax, 0x4000;jmp 0x5000","mov x0, x22;bl 0x1000 ;mov w0, # 0x2000;bl 0x3000 ;b 0x4000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, rax;mov rax, rdx;add rax, 0x1;jne 0x1000","mov x6, x2;b 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, r12;mov esi, 0x100;call 0x1000 ;mov rdi, rbp;call 0x2000 ;call 0x3000","mov x0, x22;bl 0x1000 ;mov w1, # 0x100;mov x0, x20;bl 0x2000 ;bl 0x3000"
"cmp qword ptr [rsp+0x8], 0x0;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0x8];call 0x1000","mov x0, x25;bl 0x1000"
"mov rdi, r12;mov esi, 0xd08;call 0x1000 ;mov rdi, rbx;call 0x2000 ;call 0x3000 ;mov r12d, 0x4000;jmp 0x5000","mov x0, x21;bl 0x1000 ;mov w1, # 0xc5b;mov x0, x19;bl 0x2000 ;ldp x21, x22, [];ldp x23, x24, [];ldp x25, x26, [];b 0x3000"
"mov rdi, rax;mov rax, rdx;add rax, 0x1;jne 0x1000","mov x6, x2;b 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [r12+0xa8];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, qword ptr [r12+0x98];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [r12+0x88];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [r12+0x78];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [r12+0x68];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [r12+0x58];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"call 0x1000 ;call 0x2000 ;call 0x3000"," bl 0x1000 ;bl 0x2000"
"lea rax, [0x1000];mov rdi, qword ptr [r12+0x18];lea rdx, [rax+0x10];add rax, 0xa8;mov qword ptr [r12], rdx;mov qword ptr [r12+0x8], rax;test rdi, rdi;je 0x2000","ldr x0, [];add x1, x0, # 0x10;str x1, [];ldr x0, [];add x2, x0, # 0x10;cbz x0, 0x1000"
"mov rdi, r12;mov esi, 0x118;call 0x1000 ;mov rdi, rbp;call 0x2000 ;call 0x3000","mov x0, x21;bl 0x1000 ;mov w1, # 0x118;mov x0, x20;bl 0x2000 ;bl 0x3000"
"mov rax, qword ptr [rdi];call qword ptr [rax+0x10]","ldr x1, [];ldr x1, [];blr x1"
"mov rdi, qword ptr [r12];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x40];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rbp, rsp;mov rbp, rsp","add x20, sp, # 0x38;str x20, []"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x30];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0x20];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, qword ptr [rsp+0x10];test rdi, rdi;jne 0x1000","ldr x0, [];cbnz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"call 0x1000 ;jmp 0x2000"," bl 0x1000 ;b 0x2000"
"mov rdi, rbp;call 0x1000 ;mov rdi, r12;call 0x2000 ;call 0x3000 ;mov eax, 0x4000;jmp 0x5000","mov x0, x22;bl 0x1000 ;mov w0, # 0x2000;bl 0x3000 ;b 0x4000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0x40];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rbp, rsp;mov rbp, rsp","add x20, sp, # 0x38;str x20, []"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x30];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, qword ptr [rsp+0x20];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, rbp;call 0x1000 ;mov rdi, r12;call 0x2000 ;call 0x3000 ;mov eax, 0x4000;jmp 0x5000","mov x0, x22;bl 0x1000 ;mov w0, # 0x2000;bl 0x3000 ;b 0x4000"
"call 0x1000 ;jmp 0x2000"," bl 0x1000 ;b 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, rax;mov rax, rdx;add rax, 0x1;jne 0x1000","mov x6, x2;b 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0x40];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rbp, rsp;mov rbp, rsp","add x20, sp, # 0x38;str x20, []"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x30];test rdi, rdi;jne 0x1000","ldr x0, [];cbnz x0, 0x1000"
"call 0x1000 ;jmp 0x2000"," bl 0x1000 ;b 0x2000"
"jmp 0x1000"," b 0x1000 ;str x21, []"
"mov rdi, rbp;call 0x1000 ;mov rdi, r12;call 0x2000 ;call 0x3000 ;mov eax, 0x4000;jmp 0x5000","mov x0, x22;bl 0x1000 ;mov w0, # 0x2000;bl 0x3000 ;b 0x4000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0x30];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov r12, rsp;mov rdi, qword ptr [rsp+0x20];test rdi, rdi;je 0x1000","cbnz x0, 0x1000;b 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x10];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, r12;call 0x1000 ;add r13, 0x1;mov rdi, rbp;jne 0x2000","mov x0, x21;bl 0x1000 ;add x22, x22, # 0x1;cbnz w0, 0x2000"
"call 0x1000","mov x0, x19;bl 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0x40];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"cmp qword ptr [rsp+0x8], 0x0;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, rbp;call 0x1000 ;call 0x2000","mov x0, x20;bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0x8];call 0x1000","mov x0, x25;bl 0x1000"
"call 0x1000 ;call 0x2000 ;mov r12d, 0x3000;jmp 0x4000"," bl 0x1000 ;bl 0x2000 ;mov w21, # 0x3000;b 0x4000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, rax;mov rax, rdx;add rax, 0x1;jne 0x1000","mov x6, x2;b 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, r12;call 0x1000 ;mov rdi, rbp;call 0x2000 ;call 0x3000 ;mov eax, 0x4000;jmp 0x5000","mov x0, x21;bl 0x1000 ;mov w0, # 0x2000;bl 0x3000 ;b 0x4000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, rax;mov rax, rdx;add rax, 0x1;jne 0x1000","mov x6, x2;b 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, rbp;call 0x1000 ;mov rdi, r12;call 0x2000 ;call 0x3000 ;mov eax, 0x4000;jmp 0x5000","mov x0, x22;bl 0x1000 ;mov w0, # 0x2000;bl 0x3000 ;b 0x4000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, rax;mov rax, rdx;add rax, 0x1;jne 0x1000","mov x6, x2;b 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, r12;mov esi, 0x90;call 0x1000 ;mov rdi, rbp;call 0x2000 ;call 0x3000","mov x0, x22;bl 0x1000 ;mov w1, # 0x90;mov x0, x20;bl 0x2000 ;bl 0x3000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, rbp;call 0x1000 ;add rbx, 0x1;mov rdi, r12;jne 0x2000","mov x0, x21;bl 0x1000 ;add x20, x20, # 0x1;cbnz x0, 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rbx, rax;test rbp, rbp;je 0x1000","mov x19, x0;cbz x20, 0x1000"
"mov rax, qword ptr [rbp];mov rdi, rbp;call qword ptr [rax+0x10];call qword ptr [rax+0x10]","ldr x0, [];ldr x1, [];mov x0, x20;blr x1"
"mov rax, qword ptr [r12];mov rdi, r12;call qword ptr [rax+0x10];mov rdi, rbx;mov rdi, rbx","ldr x0, [];ldr x1, [];mov x0, x19;blr x1"
"call 0x1000 ;call 0x2000 ;mov eax, 0x3000;jmp 0x4000"," bl 0x1000 ;mov w0, # 0x2000;b 0x3000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, rax;mov rax, rdx;add rax, 0x1;jne 0x1000","mov x6, x2;b 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rax, qword ptr [r12];mov rdi, r12;call qword ptr [rax+0x10];mov rax, qword ptr [r13];mov rdi, r13;call qword ptr [rax+0x10];mov rdi, qword ptr [rsp+0x10];test rdi, rdi;jne 0x1000","ldr x0, [];ldr x0, [];ldr x1, [];mov x0, x23;blr x1 ;cbnz x0, 0x1000"
"mov rax, qword ptr [rdi];call qword ptr [rax+0x10];jmp 0x1000","ldr x1, [];ldr x1, [];blr x1 ;b 0x1000"
"mov rdi, rbx;call 0x1000 ;call 0x2000 ;mov r8d, 0x3000;jmp 0x4000","mov x0, x19;bl 0x1000 ;mov w4, # 0x2000;b 0x3000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov esi, 0x38;mov rdi, r12;call 0x1000 ;jmp 0x2000","mov w1, # 0x38;mov x0, x21;bl 0x1000 ;b 0x2000"
"mov rax, qword ptr [r13];mov rdi, r13;call qword ptr [rax+0x10];mov rdi, qword ptr [rsp+0x10];test rdi, rdi;jne 0x1000","ldr x0, [];ldr x1, [];cbnz x1, 0x1000"
"mov rax, qword ptr [rdi];call qword ptr [rax+0x10];jmp 0x1000","ldr x1, [];ldr x1, [];blr x1 ;b 0x1000"
"mov rdi, rbx;call 0x1000 ;call 0x2000 ;mov r8d, 0x3000;jmp 0x4000","mov x0, x19;bl 0x1000 ;mov w4, # 0x2000;b 0x3000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, rax;mov rax, rdx;add rax, 0x1;jne 0x1000","mov x6, x2;b 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0xc0];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, qword ptr [rsp+0x90];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000 ;jmp 0x2000"," bl 0x1000 ;b 0x2000"
"mov rdi, qword ptr [rsp+0x80];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x70];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x60];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x48];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, rbx;call 0x1000 ;call 0x2000","mov x0, x19;bl 0x1000 ;bl 0x2000"
"mov rax, qword ptr [rdi];call qword ptr [rax+0x10]","ldr x1, [];ldr x1, [];blr x1"
"mov rbx, rax;mov rdi, qword ptr [rsp+0xd0];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, qword ptr [rsp+0xc0];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x90];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x80];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x70];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x60];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x48];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, rbx;call 0x1000 ;call 0x2000","mov x0, x19;bl 0x1000 ;bl 0x2000"
"mov rax, qword ptr [rdi];call qword ptr [rax+0x10]","ldr x1, [];ldr x1, [];blr x1"
"mov rdi, qword ptr [rsp+0xb0];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, qword ptr [rsp+0xa0];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0xd0];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000 ;jmp 0x2000"," bl 0x1000 ;b 0x2000"
"mov rdi, qword ptr [rsp+0xc0];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x90];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x80];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x70];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x60];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x48];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, rbx;call 0x1000 ;call 0x2000","mov x0, x19;bl 0x1000 ;bl 0x2000"
"mov rax, qword ptr [rdi];call qword ptr [rax+0x10]","ldr x1, [];ldr x1, [];blr x1"
"mov rdi, qword ptr [rsp+0x58];mov rbx, rax;test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, qword ptr [rsp+0xa0];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rax, qword ptr [rdi];call qword ptr [rax+0x10];jmp 0x1000","ldr x1, [];ldr x1, [];blr x1 ;b 0x1000"
"mov rdi, qword ptr [rsp+0xd0];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000 ;jmp 0x2000"," bl 0x1000 ;b 0x2000"
"mov rdi, qword ptr [rsp+0xc0];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x90];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x80];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x70];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x60];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x48];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, rbx;call 0x1000 ;call 0x2000","mov x0, x19;bl 0x1000 ;bl 0x2000"
"mov rax, qword ptr [rdi];call qword ptr [rax+0x10]","ldr x1, [];ldr x1, [];blr x1"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0xb0];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, qword ptr [rsp+0xa0];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000 ;jmp 0x2000"," bl 0x1000 ;b 0x2000"
"mov rdi, qword ptr [rsp+0xd0];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000 ;jmp 0x2000"," bl 0x1000 ;b 0x2000"
"mov rdi, qword ptr [rsp+0xc0];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x90];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x80];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x70];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x60];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x48];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, rbx;call 0x1000 ;call 0x2000","mov x0, x19;bl 0x1000 ;bl 0x2000"
"mov rax, qword ptr [rdi];call qword ptr [rax+0x10]","ldr x1, [];ldr x1, [];blr x1"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rbx, rax;test r12, r12;je 0x1000","mov x19, x0;cbz x21, 0x1000"
"mov rdi, qword ptr [rsp+0xd0];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rax, qword ptr [r12];mov rdi, r12;call qword ptr [rax+0x10];jmp 0x1000","ldr x0, [];ldr x1, [];mov x0, x21;blr x1 ;b 0x1000"
"mov rdi, qword ptr [rsp+0xc0];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x90];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x80];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x70];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x60];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rsp+0x48];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, rbx;call 0x1000 ;call 0x2000","mov x0, x19;bl 0x1000 ;bl 0x2000"
"mov rax, qword ptr [rdi];call qword ptr [rax+0x10]","ldr x1, [];ldr x1, [];blr x1"
"mov rdi, r13;call 0x1000 ;jmp 0x2000","mov x0, x22;bl 0x1000 ;b 0x2000"
"mov rdi, qword ptr [rsp+0x60];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, qword ptr [rsp+0x48];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, rbx;call 0x1000 ;call 0x2000","mov x0, x19;bl 0x1000 ;bl 0x2000"
"mov rax, qword ptr [rdi];call qword ptr [rax+0x10]","ldr x1, [];ldr x1, [];blr x1"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000 ;mov r12d, 0x3000;jmp 0x4000"," bl 0x1000 ;bl 0x2000 ;mov w21, # 0x3000;b 0x4000"
"mov rdi, rax;mov rax, rdx;add rax, 0x1;jne 0x1000","mov x6, x2;b 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [r12+0x28];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"lea rdi, [r12+0x18];call 0x1000 ;mov rdi, r12;mov esi, 0x50;call 0x2000 ;mov rdi, rbp;call 0x3000 ;call 0x4000","mov x0, x20;bl 0x1000 ;mov w1, # 0x50;mov x0, x21;bl 0x2000 ;bl 0x3000"
"call 0x1000","mov x0, x19;bl 0x1000"
"add rax, 0x1;jne 0x1000","adds x0, x0, # 0x1;b.ne 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rsp+0x10];test rdi, rdi;jne 0x1000","ldr x0, [];cbnz x0, 0x1000"
"call 0x1000 ;jmp 0x2000"," bl 0x1000 ;b 0x2000"
"mov rdi, rbp;call 0x1000 ;mov rdi, r12;call 0x2000 ;call 0x3000 ;mov eax, 0x4000;jmp 0x5000","mov x0, x22;bl 0x1000 ;mov w0, # 0x2000;bl 0x3000 ;b 0x4000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, rax;mov rax, rdx;add rax, 0x1;jne 0x1000","mov x6, x2;b 0x1000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"call 0x1000 ;call 0x2000"," bl 0x1000 ;bl 0x2000"
"mov rdi, qword ptr [rbx+0x9c0];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rdi, qword ptr [rbx+0x9a8];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rax, qword ptr [rdi];call qword ptr [rax+0x10]","ldr x1, [];ldr x1, [];blr x1"
"mov rdi, qword ptr [rbx+0x1e0];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"call 0x1000","mov x0, x19;bl 0x1000"
"mov rdi, qword ptr [rbx+0x1d0];test rdi, rdi;je 0x1000","ldr x0, [];cbz x0, 0x1000"
"mov rax, qword ptr [rdi];call qword ptr [rax+0x10]","ldr x1, [];ldr x1, [];blr x1"
